classificacao,marca,plataforma,preco,qtd_classificacao,titulo,url
"1,0 de 5 estrelas",Genérico,Amazon,"89,90",1,Calça Jeans Apertada Azul Claro Alta Cintura Com Efeito Levanta Bumbum,https://www.amazon.com.br/Apertada-Cintura-Levanta-Num%C3%A9rico-Regular/dp/B0D57XJMCR/ref=sr_1_82?dib=eyJ2IjoiMSJ9.3ej-YTzgeE-X_Mvsg0aXsYZ5yEL0RHgmVBtXh8d4p7y2QD_VXvFjU5z4AYs0PInCrU0O-hdYj0jR0lKtWU5jz7NFKssoTow7RdZJ7hT-BDaLfH3Pi6_F3bZSEXh4EHmPjS5yH255K3BvG5_qZeVnQ1fVYUgJ_c65zcqmC0kr_tCCXtH4S7eeMOAVMtU-Qz-pOGNv95VcS0FoKpAWrHyRBBmS_6Lc7kPdz-GwuzZ4qk8BdZMMkaRT9Y7fdVwLyp-Zx9i-pgjkGU5NtSmGGVStymnWt2jLLFteockCd3FO3zs.bCtYUGKKVUYUv3v1_HUtUsz-9IK3c64ACaaNhw4rcjs&dib_tag=se&qid=1728143500&s=apparel&sr=1-82
"5,0 de 5 estrelas",Patria Brasil Jeans,Amazon,"99,90",1,Calça Jeans Feminina Com Cinto Faixa Skinny Empina Bumbum,https://www.amazon.com.br/Jeans-Feminina-Skinny-Num%C3%A9rico-Regular/dp/B0CKDC7Y3Q/ref=sr_1_83?dib=eyJ2IjoiMSJ9.3ej-YTzgeE-X_Mvsg0aXsYZ5yEL0RHgmVBtXh8d4p7y2QD_VXvFjU5z4AYs0PInCrU0O-hdYj0jR0lKtWU5jz7NFKssoTow7RdZJ7hT-BDaLfH3Pi6_F3bZSEXh4EHmPjS5yH255K3BvG5_qZeVnQ1fVYUgJ_c65zcqmC0kr_tCCXtH4S7eeMOAVMtU-Qz-pOGNv95VcS0FoKpAWrHyRBBmS_6Lc7kPdz-GwuzZ4qk8BdZMMkaRT9Y7fdVwLyp-Zx9i-pgjkGU5NtSmGGVStymnWt2jLLFteockCd3FO3zs.bCtYUGKKVUYUv3v1_HUtUsz-9IK3c64ACaaNhw4rcjs&dib_tag=se&qid=1728143500&s=apparel&sr=1-83
"4,5 de 5 estrelas",Sawary,Amazon,"126,00",6,"Jeans Calça Boot Cut Feminina, Preta, 44",https://www.amazon.com.br/Sawary-Jeans-Cal%C3%A7a-Feminina-Preta/dp/B09TWVTGST/ref=sr_1_84?dib=eyJ2IjoiMSJ9.3ej-YTzgeE-X_Mvsg0aXsYZ5yEL0RHgmVBtXh8d4p7y2QD_VXvFjU5z4AYs0PInCrU0O-hdYj0jR0lKtWU5jz7NFKssoTow7RdZJ7hT-BDaLfH3Pi6_F3bZSEXh4EHmPjS5yH255K3BvG5_qZeVnQ1fVYUgJ_c65zcqmC0kr_tCCXtH4S7eeMOAVMtU-Qz-pOGNv95VcS0FoKpAWrHyRBBmS_6Lc7kPdz-GwuzZ4qk8BdZMMkaRT9Y7fdVwLyp-Zx9i-pgjkGU5NtSmGGVStymnWt2jLLFteockCd3FO3zs.bCtYUGKKVUYUv3v1_HUtUsz-9IK3c64ACaaNhw4rcjs&dib_tag=se&qid=1728143500&s=apparel&sr=1-84&ufe=app_do%3Aamzn1.fos.6d798eae-cadf-45de-946a-f477d47705b9
"4,5 de 5 estrelas",Sawary,Amazon,"136,40",11,"Calças hot pants, Sawary Jeans, Feminino, Indigo, 42-44",https://www.amazon.com.br/Cal%C3%A7as-Sawary-Jeans-Feminino-Indigo/dp/B09D8PFDFC/ref=sr_1_85?dib=eyJ2IjoiMSJ9.3ej-YTzgeE-X_Mvsg0aXsYZ5yEL0RHgmVBtXh8d4p7y2QD_VXvFjU5z4AYs0PInCrU0O-hdYj0jR0lKtWU5jz7NFKssoTow7RdZJ7hT-BDaLfH3Pi6_F3bZSEXh4EHmPjS5yH255K3BvG5_qZeVnQ1fVYUgJ_c65zcqmC0kr_tCCXtH4S7eeMOAVMtU-Qz-pOGNv95VcS0FoKpAWrHyRBBmS_6Lc7kPdz-GwuzZ4qk8BdZMMkaRT9Y7fdVwLyp-Zx9i-pgjkGU5NtSmGGVStymnWt2jLLFteockCd3FO3zs.bCtYUGKKVUYUv3v1_HUtUsz-9IK3c64ACaaNhw4rcjs&dib_tag=se&qid=1728143500&s=apparel&sr=1-85&ufe=app_do%3Aamzn1.fos.6d798eae-cadf-45de-946a-f477d47705b9
0,Generic,Amazon,"188,07",0,"Calça jeans feminina bordada com botão de sino e cintura Destoryed, calça jeans flare short feminino plus",https://www.amazon.com.br/feminina-bordada-cintura-Destoryed-feminino/dp/B0BP2JSCZL/ref=sr_1_86?dib=eyJ2IjoiMSJ9.3ej-YTzgeE-X_Mvsg0aXsYZ5yEL0RHgmVBtXh8d4p7y2QD_VXvFjU5z4AYs0PInCrU0O-hdYj0jR0lKtWU5jz7NFKssoTow7RdZJ7hT-BDaLfH3Pi6_F3bZSEXh4EHmPjS5yH255K3BvG5_qZeVnQ1fVYUgJ_c65zcqmC0kr_tCCXtH4S7eeMOAVMtU-Qz-pOGNv95VcS0FoKpAWrHyRBBmS_6Lc7kPdz-GwuzZ4qk8BdZMMkaRT9Y7fdVwLyp-Zx9i-pgjkGU5NtSmGGVStymnWt2jLLFteockCd3FO3zs.bCtYUGKKVUYUv3v1_HUtUsz-9IK3c64ACaaNhw4rcjs&dib_tag=se&qid=1728143500&s=apparel&sr=1-86&ufe=app_do%3Aamzn1.fos.a492fd4a-f54d-4e8d-8c31-35e0a04ce61e
"5,0 de 5 estrelas",Sawary,Amazon,"128,90",7,"Jeans Calça Boot Cut Feminina, Preta, 42",https://www.amazon.com.br/Sawary-Jeans-Cal%C3%A7a-Feminina-Preta/dp/B09TWXWXXW/ref=sr_1_87?dib=eyJ2IjoiMSJ9.3ej-YTzgeE-X_Mvsg0aXsYZ5yEL0RHgmVBtXh8d4p7y2QD_VXvFjU5z4AYs0PInCrU0O-hdYj0jR0lKtWU5jz7NFKssoTow7RdZJ7hT-BDaLfH3Pi6_F3bZSEXh4EHmPjS5yH255K3BvG5_qZeVnQ1fVYUgJ_c65zcqmC0kr_tCCXtH4S7eeMOAVMtU-Qz-pOGNv95VcS0FoKpAWrHyRBBmS_6Lc7kPdz-GwuzZ4qk8BdZMMkaRT9Y7fdVwLyp-Zx9i-pgjkGU5NtSmGGVStymnWt2jLLFteockCd3FO3zs.bCtYUGKKVUYUv3v1_HUtUsz-9IK3c64ACaaNhw4rcjs&dib_tag=se&qid=1728143500&s=apparel&sr=1-87&ufe=app_do%3Aamzn1.fos.a492fd4a-f54d-4e8d-8c31-35e0a04ce61e
"4,2 de 5 estrelas",SK Jeans,Amazon,"59,99",3,Calça Jeans Feminina Plus Size Skinny Escura Com Elastano,https://www.amazon.com.br/Jeans-Feminina-Skinny-Elastano-Tamanho/dp/B0CLW566ZK/ref=sr_1_88?dib=eyJ2IjoiMSJ9.3ej-YTzgeE-X_Mvsg0aXsYZ5yEL0RHgmVBtXh8d4p7y2QD_VXvFjU5z4AYs0PInCrU0O-hdYj0jR0lKtWU5jz7NFKssoTow7RdZJ7hT-BDaLfH3Pi6_F3bZSEXh4EHmPjS5yH255K3BvG5_qZeVnQ1fVYUgJ_c65zcqmC0kr_tCCXtH4S7eeMOAVMtU-Qz-pOGNv95VcS0FoKpAWrHyRBBmS_6Lc7kPdz-GwuzZ4qk8BdZMMkaRT9Y7fdVwLyp-Zx9i-pgjkGU5NtSmGGVStymnWt2jLLFteockCd3FO3zs.bCtYUGKKVUYUv3v1_HUtUsz-9IK3c64ACaaNhw4rcjs&dib_tag=se&qid=1728143500&s=apparel&sr=1-88
0,Kaena,Amazon,"133,20",0,Kit 2 Calça Flare Feminina Jeans Com Licra Cintura Alta Preta e Branca 30,https://www.amazon.com.br/Cal%C3%A7a-Feminina-Cintura-Branca-Branco/dp/B0C7PF89VQ/ref=sr_1_89?dib=eyJ2IjoiMSJ9.3ej-YTzgeE-X_Mvsg0aXsYZ5yEL0RHgmVBtXh8d4p7y2QD_VXvFjU5z4AYs0PInCrU0O-hdYj0jR0lKtWU5jz7NFKssoTow7RdZJ7hT-BDaLfH3Pi6_F3bZSEXh4EHmPjS5yH255K3BvG5_qZeVnQ1fVYUgJ_c65zcqmC0kr_tCCXtH4S7eeMOAVMtU-Qz-pOGNv95VcS0FoKpAWrHyRBBmS_6Lc7kPdz-GwuzZ4qk8BdZMMkaRT9Y7fdVwLyp-Zx9i-pgjkGU5NtSmGGVStymnWt2jLLFteockCd3FO3zs.bCtYUGKKVUYUv3v1_HUtUsz-9IK3c64ACaaNhw4rcjs&dib_tag=se&qid=1728143500&s=apparel&sr=1-89&ufe=app_do%3Aamzn1.fos.6d798eae-cadf-45de-946a-f477d47705b9
"4,4 de 5 estrelas",Reserva,Amazon,"356,90",36,"Calça Jeans Skinny Canedo, Reserva, Masculino",https://www.amazon.com.br/Cal%C3%A7a-Jeans-Skinny-Canedo-Indigo/dp/B08W8FYGZ3/ref=sr_1_90?dib=eyJ2IjoiMSJ9.3ej-YTzgeE-X_Mvsg0aXsYZ5yEL0RHgmVBtXh8d4p7y2QD_VXvFjU5z4AYs0PInCrU0O-hdYj0jR0lKtWU5jz7NFKssoTow7RdZJ7hT-BDaLfH3Pi6_F3bZSEXh4EHmPjS5yH255K3BvG5_qZeVnQ1fVYUgJ_c65zcqmC0kr_tCCXtH4S7eeMOAVMtU-Qz-pOGNv95VcS0FoKpAWrHyRBBmS_6Lc7kPdz-GwuzZ4qk8BdZMMkaRT9Y7fdVwLyp-Zx9i-pgjkGU5NtSmGGVStymnWt2jLLFteockCd3FO3zs.bCtYUGKKVUYUv3v1_HUtUsz-9IK3c64ACaaNhw4rcjs&dib_tag=se&qid=1728143500&s=apparel&sr=1-90&ufe=app_do%3Aamzn1.fos.4bb5663b-6f7d-4772-84fa-7c7f565ec65b
"4,0 de 5 estrelas",Sol Nascente,Amazon,"145,90",56,Kit com 2 Calças Jeans Femininas Cintura Alta,https://www.amazon.com.br/Cal%C3%A7as-Jeans-Femininas-Cintura-Preta/dp/B091V4Y87P/ref=sr_1_91?dib=eyJ2IjoiMSJ9.3ej-YTzgeE-X_Mvsg0aXsYZ5yEL0RHgmVBtXh8d4p7y2QD_VXvFjU5z4AYs0PInCrU0O-hdYj0jR0lKtWU5jz7NFKssoTow7RdZJ7hT-BDaLfH3Pi6_F3bZSEXh4EHmPjS5yH255K3BvG5_qZeVnQ1fVYUgJ_c65zcqmC0kr_tCCXtH4S7eeMOAVMtU-Qz-pOGNv95VcS0FoKpAWrHyRBBmS_6Lc7kPdz-GwuzZ4qk8BdZMMkaRT9Y7fdVwLyp-Zx9i-pgjkGU5NtSmGGVStymnWt2jLLFteockCd3FO3zs.bCtYUGKKVUYUv3v1_HUtUsz-9IK3c64ACaaNhw4rcjs&dib_tag=se&qid=1728143500&s=apparel&sr=1-91&ufe=app_do%3Aamzn1.fos.6d798eae-cadf-45de-946a-f477d47705b9
0,Lavanda e Alecrim,Amazon,"119,00",0,Calça jeans Capri Plus Size Preta,https://www.amazon.com.br/Lavanda-Alecrim-Cal%C3%A7a-jeans-Capri/dp/B0D1GXRRTK/ref=sr_1_92?dib=eyJ2IjoiMSJ9.3ej-YTzgeE-X_Mvsg0aXsYZ5yEL0RHgmVBtXh8d4p7y2QD_VXvFjU5z4AYs0PInCrU0O-hdYj0jR0lKtWU5jz7NFKssoTow7RdZJ7hT-BDaLfH3Pi6_F3bZSEXh4EHmPjS5yH255K3BvG5_qZeVnQ1fVYUgJ_c65zcqmC0kr_tCCXtH4S7eeMOAVMtU-Qz-pOGNv95VcS0FoKpAWrHyRBBmS_6Lc7kPdz-GwuzZ4qk8BdZMMkaRT9Y7fdVwLyp-Zx9i-pgjkGU5NtSmGGVStymnWt2jLLFteockCd3FO3zs.bCtYUGKKVUYUv3v1_HUtUsz-9IK3c64ACaaNhw4rcjs&dib_tag=se&qid=1728143500&s=apparel&sr=1-92&ufe=app_do%3Aamzn1.fos.a492fd4a-f54d-4e8d-8c31-35e0a04ce61e
"4,3 de 5 estrelas",Sol Nascente,Amazon,"79,99",302,Calça Jeans Feminina Hot Pants Cintura Alta,https://www.amazon.com.br/Cal%C3%A7a-Jeans-Feminina-Pants-Cintura/dp/B08YRXQFTN/ref=sr_1_93?dib=eyJ2IjoiMSJ9.3ej-YTzgeE-X_Mvsg0aXsYZ5yEL0RHgmVBtXh8d4p7y2QD_VXvFjU5z4AYs0PInCrU0O-hdYj0jR0lKtWU5jz7NFKssoTow7RdZJ7hT-BDaLfH3Pi6_F3bZSEXh4EHmPjS5yH255K3BvG5_qZeVnQ1fVYUgJ_c65zcqmC0kr_tCCXtH4S7eeMOAVMtU-Qz-pOGNv95VcS0FoKpAWrHyRBBmS_6Lc7kPdz-GwuzZ4qk8BdZMMkaRT9Y7fdVwLyp-Zx9i-pgjkGU5NtSmGGVStymnWt2jLLFteockCd3FO3zs.bCtYUGKKVUYUv3v1_HUtUsz-9IK3c64ACaaNhw4rcjs&dib_tag=se&qid=1728143500&s=apparel&sr=1-93
0,Pura Raça,Amazon,"139,90",0,Calça Flare Jeans Feminina Tradicional Pura Raça Boca de Sino Country Rodeio,https://www.amazon.com.br/Feminina-Tradicional-Pura-Ra%C3%A7a-Country/dp/B0CR1QCP6Q/ref=sr_1_94?dib=eyJ2IjoiMSJ9.3ej-YTzgeE-X_Mvsg0aXsYZ5yEL0RHgmVBtXh8d4p7y2QD_VXvFjU5z4AYs0PInCrU0O-hdYj0jR0lKtWU5jz7NFKssoTow7RdZJ7hT-BDaLfH3Pi6_F3bZSEXh4EHmPjS5yH255K3BvG5_qZeVnQ1fVYUgJ_c65zcqmC0kr_tCCXtH4S7eeMOAVMtU-Qz-pOGNv95VcS0FoKpAWrHyRBBmS_6Lc7kPdz-GwuzZ4qk8BdZMMkaRT9Y7fdVwLyp-Zx9i-pgjkGU5NtSmGGVStymnWt2jLLFteockCd3FO3zs.bCtYUGKKVUYUv3v1_HUtUsz-9IK3c64ACaaNhw4rcjs&dib_tag=se&qid=1728143500&s=apparel&sr=1-94&ufe=app_do%3Aamzn1.fos.6d798eae-cadf-45de-946a-f477d47705b9
"5,0 de 5 estrelas",Ninas boutique,Amazon,"54,99",1,Calça Jeans skinny cintura alta feminina levanta bumbum,https://www.amazon.com.br/Cal%C3%A7a-cintura-feminina-levanta-bumbum/dp/B0C8PB1YTS/ref=sr_1_95?dib=eyJ2IjoiMSJ9.3ej-YTzgeE-X_Mvsg0aXsYZ5yEL0RHgmVBtXh8d4p7y2QD_VXvFjU5z4AYs0PInCrU0O-hdYj0jR0lKtWU5jz7NFKssoTow7RdZJ7hT-BDaLfH3Pi6_F3bZSEXh4EHmPjS5yH255K3BvG5_qZeVnQ1fVYUgJ_c65zcqmC0kr_tCCXtH4S7eeMOAVMtU-Qz-pOGNv95VcS0FoKpAWrHyRBBmS_6Lc7kPdz-GwuzZ4qk8BdZMMkaRT9Y7fdVwLyp-Zx9i-pgjkGU5NtSmGGVStymnWt2jLLFteockCd3FO3zs.bCtYUGKKVUYUv3v1_HUtUsz-9IK3c64ACaaNhw4rcjs&dib_tag=se&qid=1728143500&s=apparel&sr=1-95
"4,5 de 5 estrelas",Genérico,Amazon,"140,00",2,Calça Feminina Reta Jeans Elastano Cintura Alta Malloy Plus,https://www.amazon.com.br/Feminina-Cintura-Modelagem-Elastano-Num%C3%A9rico/dp/B0D8C4LG7F/ref=sr_1_96?dib=eyJ2IjoiMSJ9.3ej-YTzgeE-X_Mvsg0aXsYZ5yEL0RHgmVBtXh8d4p7y2QD_VXvFjU5z4AYs0PInCrU0O-hdYj0jR0lKtWU5jz7NFKssoTow7RdZJ7hT-BDaLfH3Pi6_F3bZSEXh4EHmPjS5yH255K3BvG5_qZeVnQ1fVYUgJ_c65zcqmC0kr_tCCXtH4S7eeMOAVMtU-Qz-pOGNv95VcS0FoKpAWrHyRBBmS_6Lc7kPdz-GwuzZ4qk8BdZMMkaRT9Y7fdVwLyp-Zx9i-pgjkGU5NtSmGGVStymnWt2jLLFteockCd3FO3zs.bCtYUGKKVUYUv3v1_HUtUsz-9IK3c64ACaaNhw4rcjs&dib_tag=se&qid=1728143500&s=apparel&sr=1-96&ufe=app_do%3Aamzn1.fos.a492fd4a-f54d-4e8d-8c31-35e0a04ce61e
0,Generic,Amazon,Preço não disponível,0,Calça jeans feminina sexy de cintura baixa super mini shorts feminina de cintura alta,https://www.amazon.com.br/Cal%C3%A7a-jeans-feminina-cintura-shorts/dp/B0C8P45QR3/ref=sr_1_97?dib=eyJ2IjoiMSJ9.3ej-YTzgeE-X_Mvsg0aXsYZ5yEL0RHgmVBtXh8d4p7y2QD_VXvFjU5z4AYs0PInCrU0O-hdYj0jR0lKtWU5jz7NFKssoTow7RdZJ7hT-BDaLfH3Pi6_F3bZSEXh4EHmPjS5yH255K3BvG5_qZeVnQ1fVYUgJ_c65zcqmC0kr_tCCXtH4S7eeMOAVMtU-Qz-pOGNv95VcS0FoKpAWrHyRBBmS_6Lc7kPdz-GwuzZ4qk8BdZMMkaRT9Y7fdVwLyp-Zx9i-pgjkGU5NtSmGGVStymnWt2jLLFteockCd3FO3zs.bCtYUGKKVUYUv3v1_HUtUsz-9IK3c64ACaaNhw4rcjs&dib_tag=se&qid=1728143500&s=apparel&sr=1-97
"4,3 de 5 estrelas",Sawary,Amazon,"128,00",10,"Calças hot pants, Sawary Jeans, Feminino, Indigo, 38-40",https://www.amazon.com.br/Cal%C3%A7as-Sawary-Jeans-Feminino-Indigo/dp/B09D8M7HFZ/ref=sr_1_98?dib=eyJ2IjoiMSJ9.3ej-YTzgeE-X_Mvsg0aXsYZ5yEL0RHgmVBtXh8d4p7y2QD_VXvFjU5z4AYs0PInCrU0O-hdYj0jR0lKtWU5jz7NFKssoTow7RdZJ7hT-BDaLfH3Pi6_F3bZSEXh4EHmPjS5yH255K3BvG5_qZeVnQ1fVYUgJ_c65zcqmC0kr_tCCXtH4S7eeMOAVMtU-Qz-pOGNv95VcS0FoKpAWrHyRBBmS_6Lc7kPdz-GwuzZ4qk8BdZMMkaRT9Y7fdVwLyp-Zx9i-pgjkGU5NtSmGGVStymnWt2jLLFteockCd3FO3zs.bCtYUGKKVUYUv3v1_HUtUsz-9IK3c64ACaaNhw4rcjs&dib_tag=se&qid=1728143500&s=apparel&sr=1-98&ufe=app_do%3Aamzn1.fos.a492fd4a-f54d-4e8d-8c31-35e0a04ce61e
"5,0 de 5 estrelas",Genérico,Amazon,"134,77",2,Calça Jeans Feminina Flare Plus Size Cintura Alta Empina O Bumbum Com Lycra,https://www.amazon.com.br/Feminina-Cintura-Empina-Bumbum-Azul-escuro/dp/B0CL7QVGXY/ref=sr_1_99?dib=eyJ2IjoiMSJ9.3ej-YTzgeE-X_Mvsg0aXsYZ5yEL0RHgmVBtXh8d4p7y2QD_VXvFjU5z4AYs0PInCrU0O-hdYj0jR0lKtWU5jz7NFKssoTow7RdZJ7hT-BDaLfH3Pi6_F3bZSEXh4EHmPjS5yH255K3BvG5_qZeVnQ1fVYUgJ_c65zcqmC0kr_tCCXtH4S7eeMOAVMtU-Qz-pOGNv95VcS0FoKpAWrHyRBBmS_6Lc7kPdz-GwuzZ4qk8BdZMMkaRT9Y7fdVwLyp-Zx9i-pgjkGU5NtSmGGVStymnWt2jLLFteockCd3FO3zs.bCtYUGKKVUYUv3v1_HUtUsz-9IK3c64ACaaNhw4rcjs&dib_tag=se&qid=1728143500&s=apparel&sr=1-99&ufe=app_do%3Aamzn1.fos.6d798eae-cadf-45de-946a-f477d47705b9
0,Hering,Amazon,"179,90",0,Calça Jeans Feminina Slim Cintura Alta,https://www.amazon.com.br/Cal%C3%A7a-Jeans-Feminina-Slim-Cintura/dp/B0C66WM39B/ref=sr_1_100?dib=eyJ2IjoiMSJ9.3ej-YTzgeE-X_Mvsg0aXsYZ5yEL0RHgmVBtXh8d4p7y2QD_VXvFjU5z4AYs0PInCrU0O-hdYj0jR0lKtWU5jz7NFKssoTow7RdZJ7hT-BDaLfH3Pi6_F3bZSEXh4EHmPjS5yH255K3BvG5_qZeVnQ1fVYUgJ_c65zcqmC0kr_tCCXtH4S7eeMOAVMtU-Qz-pOGNv95VcS0FoKpAWrHyRBBmS_6Lc7kPdz-GwuzZ4qk8BdZMMkaRT9Y7fdVwLyp-Zx9i-pgjkGU5NtSmGGVStymnWt2jLLFteockCd3FO3zs.bCtYUGKKVUYUv3v1_HUtUsz-9IK3c64ACaaNhw4rcjs&dib_tag=se&qid=1728143500&s=apparel&sr=1-100&ufe=app_do%3Aamzn1.fos.a492fd4a-f54d-4e8d-8c31-35e0a04ce61e
"4,5 de 5 estrelas",Sawary,Amazon,"128,00",11,"Calças hot pants, Sawary Jeans, Feminino, Indigo, 40-42",https://www.amazon.com.br/Cal%C3%A7as-Sawary-Jeans-Feminino-Indigo/dp/B09D8NSZNT/ref=sr_1_101?dib=eyJ2IjoiMSJ9.3ej-YTzgeE-X_Mvsg0aXsYZ5yEL0RHgmVBtXh8d4p7y2QD_VXvFjU5z4AYs0PInCrU0O-hdYj0jR0lKtWU5jz7NFKssoTow7RdZJ7hT-BDaLfH3Pi6_F3bZSEXh4EHmPjS5yH255K3BvG5_qZeVnQ1fVYUgJ_c65zcqmC0kr_tCCXtH4S7eeMOAVMtU-Qz-pOGNv95VcS0FoKpAWrHyRBBmS_6Lc7kPdz-GwuzZ4qk8BdZMMkaRT9Y7fdVwLyp-Zx9i-pgjkGU5NtSmGGVStymnWt2jLLFteockCd3FO3zs.bCtYUGKKVUYUv3v1_HUtUsz-9IK3c64ACaaNhw4rcjs&dib_tag=se&qid=1728143500&s=apparel&sr=1-101&ufe=app_do%3Aamzn1.fos.a492fd4a-f54d-4e8d-8c31-35e0a04ce61e
"2,4 de 5 estrelas",VOLYMOON,Amazon,"135,85",15,Jeans com estampa de leopardo Y2k Jeans vintage leopardo Emo Jeans largo para mulheres,https://www.amazon.com.br/Jeans-estampa-leopardo-vintage-mulheres/dp/B0CZDCZ224/ref=sr_1_102?dib=eyJ2IjoiMSJ9.3ej-YTzgeE-X_Mvsg0aXsYZ5yEL0RHgmVBtXh8d4p7y2QD_VXvFjU5z4AYs0PInCrU0O-hdYj0jR0lKtWU5jz7NFKssoTow7RdZJ7hT-BDaLfH3Pi6_F3bZSEXh4EHmPjS5yH255K3BvG5_qZeVnQ1fVYUgJ_c65zcqmC0kr_tCCXtH4S7eeMOAVMtU-Qz-pOGNv95VcS0FoKpAWrHyRBBmS_6Lc7kPdz-GwuzZ4qk8BdZMMkaRT9Y7fdVwLyp-Zx9i-pgjkGU5NtSmGGVStymnWt2jLLFteockCd3FO3zs.bCtYUGKKVUYUv3v1_HUtUsz-9IK3c64ACaaNhw4rcjs&dib_tag=se&qid=1728143500&s=apparel&sr=1-102&ufe=app_do%3Aamzn1.fos.6d798eae-cadf-45de-946a-f477d47705b9
0,Zillef Jeans,Amazon,"129,99",0,CALÇA JEANS MOM FEM BÁSICA,https://www.amazon.com.br/CAL%C3%87A-JEANS-MOM-FEM-B%C3%81SICA/dp/B0C2WQ7YYB/ref=sr_1_103?dib=eyJ2IjoiMSJ9.3ej-YTzgeE-X_Mvsg0aXsYZ5yEL0RHgmVBtXh8d4p7y2QD_VXvFjU5z4AYs0PInCrU0O-hdYj0jR0lKtWU5jz7NFKssoTow7RdZJ7hT-BDaLfH3Pi6_F3bZSEXh4EHmPjS5yH255K3BvG5_qZeVnQ1fVYUgJ_c65zcqmC0kr_tCCXtH4S7eeMOAVMtU-Qz-pOGNv95VcS0FoKpAWrHyRBBmS_6Lc7kPdz-GwuzZ4qk8BdZMMkaRT9Y7fdVwLyp-Zx9i-pgjkGU5NtSmGGVStymnWt2jLLFteockCd3FO3zs.bCtYUGKKVUYUv3v1_HUtUsz-9IK3c64ACaaNhw4rcjs&dib_tag=se&qid=1728143500&s=apparel&sr=1-103&ufe=app_do%3Aamzn1.fos.6d798eae-cadf-45de-946a-f477d47705b9
0,Zillef Jeans,Amazon,"129,99",0,CALÇA MOM JEANS BÁSICA C/BOTÃO FORRADO,https://www.amazon.com.br/CAL%C3%87A-JEANS-B%C3%81SICA-BOT%C3%83O-FORRADO/dp/B0C1K5YKJC/ref=sr_1_104?dib=eyJ2IjoiMSJ9.3ej-YTzgeE-X_Mvsg0aXsYZ5yEL0RHgmVBtXh8d4p7y2QD_VXvFjU5z4AYs0PInCrU0O-hdYj0jR0lKtWU5jz7NFKssoTow7RdZJ7hT-BDaLfH3Pi6_F3bZSEXh4EHmPjS5yH255K3BvG5_qZeVnQ1fVYUgJ_c65zcqmC0kr_tCCXtH4S7eeMOAVMtU-Qz-pOGNv95VcS0FoKpAWrHyRBBmS_6Lc7kPdz-GwuzZ4qk8BdZMMkaRT9Y7fdVwLyp-Zx9i-pgjkGU5NtSmGGVStymnWt2jLLFteockCd3FO3zs.bCtYUGKKVUYUv3v1_HUtUsz-9IK3c64ACaaNhw4rcjs&dib_tag=se&qid=1728143500&s=apparel&sr=1-104&ufe=app_do%3Aamzn1.fos.6d798eae-cadf-45de-946a-f477d47705b9
0,Generic,Amazon,"311,85",0,"Calça jeans feminina, jeans, para mulheres, cowgirl, corte alto, flare, perna larga, verão, outono 2024",https://www.amazon.com.br/sspa/click?ie=UTF8&spc=MTozNTExMzU3NTU1NTczODk6MTcyODE0MzUwMTpzcF9idGZfYnJvd3NlOjMwMDM5ODYzOTM0NTUwMjo6MDo6&url=%2Ffeminina-mulheres-cowgirl-outono-Branco%2Fdp%2FB0DF75PXPH%2Fref%3Dsr_1_105_sspa%3Fdib%3DeyJ2IjoiMSJ9.3ej-YTzgeE-X_Mvsg0aXsYZ5yEL0RHgmVBtXh8d4p7y2QD_VXvFjU5z4AYs0PInCrU0O-hdYj0jR0lKtWU5jz7NFKssoTow7RdZJ7hT-BDaLfH3Pi6_F3bZSEXh4EHmPjS5yH255K3BvG5_qZeVnQ1fVYUgJ_c65zcqmC0kr_tCCXtH4S7eeMOAVMtU-Qz-pOGNv95VcS0FoKpAWrHyRBBmS_6Lc7kPdz-GwuzZ4qk8BdZMMkaRT9Y7fdVwLyp-Zx9i-pgjkGU5NtSmGGVStymnWt2jLLFteockCd3FO3zs.bCtYUGKKVUYUv3v1_HUtUsz-9IK3c64ACaaNhw4rcjs%26dib_tag%3Dse%26qid%3D1728143500%26s%3Dapparel%26sr%3D1-105-spons%26ufe%3Dapp_do%253Aamzn1.fos.a492fd4a-f54d-4e8d-8c31-35e0a04ce61e%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGZfYnJvd3Nl%26psc%3D1
